accident_time,weather,temperature,humidity,construction_type,process,progress_rate,worker_count,risk_index
2022-09-30 10:40:00,맑음,23.0,65.0,항만/갑문,"철근, 연결",50,19,1
2022-09-30 11:00:00,맑음,24.0,66.0,건축물/운동시설,기타,30,35,1
2022-09-30 11:30:00,맑음,22.0,50.0,건축물/근린생활시설,"해체, 철거",10,35,1
2022-09-30 11:40:00,맑음,23.0,37.0,건축물/업무시설,"해체, 철거",20,75,3
2022-09-30 12:20:00,흐림,20.0,83.0,건축물/창고시설,"철근, 연결",50,200,1
2022-09-30 14:10:00,맑음,29.0,65.0,건축물/공장,기타,90,500,1
2022-09-30 14:26:00,맑음,20.0,7.0,건축물/공동주택,"철근, 연결",50,500,2
2022-09-30 14:28:00,맑음,20.8,59.0,건축물/공동주택,"철근, 연결",5,200,1
2022-09-30 15:00:00,맑음,20.0,66.0,건축물/공장,기타,80,500,19
2022-09-30 15:30:00,맑음,19.0,80.0,건축물/숙박시설,"운반, 하역",80,200,2
2022-09-30 16:35:00,맑음,25.0,50.0,도로/도로,"해체, 철거",70,19,1
2022-09-30 18:00:00,맑음,18.0,41.0,기타/부지조성,"설비, 전기",70,19,2
2022-10-01 02:40:00,안개,23.0,75.0,항만/계류시설,정리,60,19,1
2022-10-01 07:00:00,맑음,22.0,68.0,건축물/업무시설,"철근, 연결",90,19,1
2022-10-01 07:30:00,맑음,23.7,50.0,건축물/근린생활시설,"운반, 하역",10,19,2
2022-10-01 08:00:00,맑음,15.0,77.0,건축물/창고시설,"철근, 연결",80,400,1
2022-10-01 09:00:00,맑음,19.0,72.0,건축물/교육연구시설,기타,50,35,1
2022-10-01 10:00:00,맑음,25.0,31.0,항만/기타,기타,60,500,1
2022-10-01 10:30:00,맑음,25.0,50.0,건축물/교육연구시설,"철근, 연결",30,19,1
2022-10-01 11:00:00,맑음,20.0,40.0,건축물/운수시설,기타,90,35,2
2022-10-01 11:50:00,맑음,15.7,57.0,철도/일반 및 고속철도,"마감, 도장",5,35,2
2022-10-01 12:49:00,맑음,31.0,60.0,건축물/교육연구시설,정리,5,19,2
2022-10-01 12:55:00,맑음,27.0,50.0,건축물/근린생활시설,기타,70,19,15
2022-10-01 13:10:00,맑음,25.0,50.0,건축물/창고시설,"설비, 전기",5,35,1
2022-10-01 14:00:00,맑음,22.0,60.0,건축물/공장,"철근, 연결",30,200,7
2022-10-01 15:00:00,맑음,23.0,50.0,건축물/문화 및 집회시설,"굴착, 조성",60,19,1
2022-10-01 15:10:00,흐림,25.0,70.0,건축물/운동시설,"운반, 하역",80,35,1
2022-10-01 15:10:00,맑음,17.0,60.0,건축물/공동주택,기타,10,75,3
2022-10-01 16:00:00,흐림,22.0,71.0,건축물/공동주택,"해체, 철거",90,500,4
2022-10-02 09:30:00,맑음,25.0,55.0,항만/기타,"설비, 전기",70,19,1
2022-10-02 14:00:00,흐림,17.0,60.0,건축물/창고시설,"철근, 연결",60,75,1
2022-10-03 07:00:00,흐림,23.0,85.0,건축물/교육연구시설,기타,40,35,1
2022-10-03 08:30:00,흐림,18.0,80.0,건축물/공동주택,기타,80,35,1
2022-10-03 08:30:00,맑음,18.0,48.0,기타/부지조성,"운반, 하역",5,19,1
2022-10-03 09:00:00,맑음,26.0,68.0,건축물/창고시설,"해체, 철거",50,75,1
2022-10-03 09:30:00,맑음,13.0,56.0,철도/지하철,기타,40,75,9
2022-10-03 10:00:00,흐림,24.0,50.0,건축물/공동주택,기타,5,19,1
2022-10-03 10:00:00,맑음,22.0,68.0,건축물/공동주택,"해체, 철거",10,200,1
2022-10-03 10:30:00,흐림,21.0,80.0,기타/부지조성,기타,70,19,1
2022-10-03 10:30:00,맑음,15.0,10.0,건축물/공동주택,"설비, 전기",80,400,2
2022-10-03 11:00:00,흐림,20.0,57.0,건축물/업무시설,"철근, 연결",40,35,1
2022-10-03 14:15:00,흐림,22.0,80.0,건축물/공동주택,"철근, 연결",5,19,2
2022-10-03 14:20:00,맑음,15.0,40.0,건축물/공동주택,기타,60,19,2
2022-10-03 14:21:00,맑음,25.0,60.0,건축물/교육연구시설,정리,70,200,1
2022-10-03 15:20:00,흐림,25.0,18.0,건축물/노유자시설,"해체, 철거",60,75,3
2022-10-03 16:00:00,맑음,25.0,40.0,도로/도로,"절단, 가공",80,35,1
2022-10-03 16:10:00,흐림,19.0,30.0,건축물/공동주택,"용접, 보수",30,75,1
2022-10-04 08:00:00,맑음,14.0,68.0,건축물/공동주택,"철근, 연결",10,200,3
2022-10-04 08:40:00,맑음,18.0,10.0,건축물/공동주택,기타,90,200,4
2022-10-04 09:00:00,흐림,18.0,70.0,산업생산시설/석유화학공장,기타,50,200,2
2022-10-04 09:00:00,맑음,13.0,40.0,건축물/공동주택,기타,60,200,2
2022-10-04 09:10:00,흐림,17.0,60.0,건축물/업무시설,"철근, 연결",10,19,1
2022-10-04 09:20:00,흐림,24.0,90.0,건축물/공장,"철근, 연결",60,19,1
2022-10-04 09:30:00,흐림,17.0,83.0,하천/기타,기타,80,19,1
2022-10-04 10:20:00,맑음,21.0,88.0,건축물/공동주택,"철근, 연결",90,35,1
2022-10-04 11:00:00,맑음,16.0,70.0,건축물/공장,"철근, 연결",90,35,1
2022-10-04 11:30:00,강우,19.0,79.0,건축물/공동주택,"마감, 도장",90,75,1
2022-10-04 12:40:00,맑음,18.0,30.0,건축물/업무시설,"해체, 철거",40,75,2
2022-10-04 13:55:00,흐림,21.0,72.0,건축물/공장,"골조, 거푸집",80,500,2
2022-10-04 14:00:00,맑음,18.0,50.0,교량/도로교량,기타,60,19,1
2022-10-04 14:00:00,흐림,20.0,45.0,건축물/공동주택,"운반, 하역",50,400,1
2022-10-04 14:00:00,흐림,21.0,70.0,건축물/공동주택,"해체, 철거",90,200,1
2022-10-04 14:40:00,강우,17.0,83.0,건축물/업무시설,"운반, 하역",30,19,1
2022-10-04 15:00:00,강우,15.0,60.0,건축물/공장,"철근, 연결",80,19,3
2022-10-04 15:30:00,맑음,20.0,48.0,건축물/교정 및 군사시설,기타,70,75,2
2022-10-04 16:05:00,맑음,21.0,45.0,상하수도/상수도,"철근, 연결",70,75,1
2022-10-05 06:40:00,흐림,14.0,89.0,건축물/교정 및 군사시설,기타,30,35,1
2022-10-05 08:00:00,흐림,18.0,73.0,건축물/공동주택,기타,5,35,1
2022-10-05 08:35:00,맑음,15.0,40.0,건축물/공동주택,"절단, 가공",40,200,5
2022-10-05 09:00:00,맑음,25.0,60.0,건축물/창고시설,"해체, 철거",90,75,2
2022-10-05 09:55:00,흐림,15.0,68.0,건축물/교정 및 군사시설,"운반, 하역",20,19,1
2022-10-05 10:00:00,맑음,16.0,76.0,건축물/창고시설,"해체, 철거",80,400,2
2022-10-05 10:05:00,맑음,16.0,83.0,도로/도로,기타,70,200,1
2022-10-05 10:20:00,맑음,17.0,50.0,건축물/근린생활시설,"절단, 가공",30,19,6
2022-10-05 10:20:00,맑음,21.0,2.0,건축물/공동주택,"철근, 연결",10,200,2
2022-10-05 10:40:00,맑음,20.0,50.0,건축물/창고시설,정리,70,400,1
2022-10-05 11:00:00,맑음,16.0,59.0,건축물/공동주택,기타,50,200,2
2022-10-05 11:15:00,흐림,19.0,53.0,건축물/근린생활시설,"철근, 연결",60,35,1
2022-10-05 11:30:00,맑음,18.0,65.0,건축물/공동주택,기타,10,200,1
2022-10-05 11:30:00,맑음,17.0,56.0,건축물/교육연구시설,기타,90,19,1
2022-10-05 13:00:00,맑음,18.0,30.0,건축물/교육연구시설,"운반, 하역",70,35,1
2022-10-05 13:10:00,흐림,22.0,70.0,건축물/공동주택,기타,50,200,1
2022-10-05 13:23:00,맑음,19.0,61.0,건축물/업무시설,기타,5,19,2
2022-10-05 13:30:00,흐림,14.0,70.0,건축물/공동주택,기타,20,200,1
2022-10-05 14:25:00,맑음,18.0,50.0,터널/철도터널,기타,5,19,1
2022-10-05 14:30:00,강우,18.0,70.0,건축물/근린생활시설,기타,70,19,2
2022-10-05 14:40:00,흐림,22.0,67.0,건축물/공장,기타,80,500,3
2022-10-05 15:00:00,맑음,-5.0,64.0,건축물/창고시설,기타,90,200,1
2022-10-05 15:00:00,맑음,19.0,30.0,건축물/교육연구시설,기타,60,35,1
2022-10-05 15:00:00,맑음,20.0,50.0,건축물/운동시설,정리,90,19,1
2022-10-05 15:05:00,맑음,17.0,68.0,건축물/교육연구시설,"철근, 연결",50,35,1
2022-10-05 16:00:00,맑음,25.0,30.0,건축물/숙박시설,정리,60,400,1
2022-10-06 07:52:00,맑음,14.0,55.0,건축물/공동주택,"철근, 연결",50,200,1
2022-10-06 08:00:00,흐림,16.0,73.0,건축물/창고시설,정리,90,200,1
2022-10-06 08:30:00,흐림,16.0,62.0,건축물/업무시설,기타,40,200,1
2022-10-06 10:15:00,흐림,17.0,69.0,건축물/문화 및 집회시설,기타,20,19,1
2022-10-06 10:20:00,맑음,21.0,75.0,건축물/공동주택,"해체, 철거",50,75,1
2022-10-06 10:30:00,흐림,16.0,65.0,건축물/공동주택,"운반, 하역",10,75,1
2022-10-06 11:30:00,맑음,20.0,50.0,건축물/공동주택,"철근, 연결",80,35,1
2022-10-06 13:10:00,맑음,19.0,76.0,건축물/업무시설,"운반, 하역",20,75,1
2022-10-06 13:30:00,맑음,18.0,60.0,건축물/교정 및 군사시설,정리,30,75,6
2022-10-06 13:45:00,맑음,18.0,50.0,상하수도/하수도,기타,40,35,3
2022-10-06 13:50:00,맑음,20.0,60.0,도로/도로,"철근, 연결",30,19,1
2022-10-06 14:00:00,흐림,21.0,50.0,건축물/공장,"해체, 철거",80,500,3
2022-10-06 14:00:00,흐림,21.0,80.0,건축물/공장,"철근, 연결",80,500,1
2022-10-06 14:00:00,강우,19.0,80.0,하천/수문,"운반, 하역",60,19,1
2022-10-06 14:00:00,맑음,21.0,32.0,건축물/공동주택,"설비, 전기",20,200,2
2022-10-06 14:16:00,강우,17.0,76.0,건축물/단독주택,"설비, 전기",90,19,1
2022-10-06 14:30:00,맑음,18.0,55.0,상하수도/하수도,"설비, 전기",40,19,1
2022-10-06 14:37:00,맑음,22.0,65.0,건축물/창고시설,기타,10,75,1
2022-10-06 16:00:00,맑음,20.0,50.0,건축물/업무시설,"철근, 연결",70,19,2
2022-10-06 16:00:00,흐림,18.0,70.0,건축물/공동주택,"해체, 철거",40,500,1
2022-10-06 21:00:00,흐림,17.0,55.0,건축물/공장,기타,90,500,8
2022-10-07 08:30:00,맑음,16.0,62.0,건축물/운수시설,"마감, 도장",20,19,1
2022-10-07 08:30:00,맑음,18.0,41.0,건축물/업무시설,콘크리트 타설,90,400,2
2022-10-07 08:35:00,맑음,20.0,30.0,건축물/공동주택,"설비, 전기",30,35,1
2022-10-07 08:50:00,맑음,18.0,60.0,상하수도/기타,"운반, 하역",80,19,1
2022-10-07 09:05:00,맑음,14.0,10.0,기타/부지조성,기타,40,19,1
2022-10-07 09:30:00,맑음,17.0,70.0,건축물/근린생활시설,"철근, 연결",90,35,1
2022-10-07 10:00:00,맑음,14.0,72.0,건축물/공동주택,기타,30,400,1
2022-10-07 10:00:00,흐림,14.0,70.0,건축물/업무시설,기타,60,200,1
2022-10-07 10:05:00,맑음,17.0,65.0,도로/도로,"철근, 연결",60,19,1
2022-10-07 10:18:00,흐림,11.0,77.0,옹벽 및 절토사면/절토사면,"철근, 연결",70,19,1
2022-10-07 11:40:00,맑음,26.0,60.0,건축물/공동주택,기타,60,200,1
2022-10-07 11:50:00,흐림,14.0,70.0,건축물/공동주택,"해체, 철거",70,500,1
2022-10-07 14:30:00,맑음,14.0,30.0,건축물/공동주택,기타,40,200,1
2022-10-07 14:30:00,맑음,20.0,50.0,하천/제방(통관,"철근, 연결",60,19,1
2022-10-07 15:00:00,맑음,21.0,65.0,철도/일반 및 고속철도,기타,80,35,1
2022-10-07 15:30:00,맑음,19.0,40.0,건축물/공장,기타,20,200,1
2022-10-07 16:00:00,맑음,24.0,50.0,도로/도로,기타,60,19,1
2022-10-07 16:00:00,맑음,19.6,70.0,건축물/공동주택,"철근, 연결",60,35,1
2022-10-07 16:05:00,맑음,15.0,60.0,건축물/공동주택,기타,40,75,5
2022-10-07 16:30:00,맑음,17.0,75.0,건축물/공동주택,기타,40,35,1
2022-10-07 16:30:00,강우,20.0,90.0,건축물/공동주택,기타,50,200,7
2022-10-07 17:00:00,맑음,14.0,70.0,건축물/공동주택,"철근, 연결",40,500,1
2022-10-07 17:00:00,맑음,17.0,35.0,건축물/공동주택,기타,90,200,2
2022-10-08 08:00:00,흐림,9.0,93.0,건축물/공동주택,"철근, 연결",40,200,1
2022-10-08 08:00:00,맑음,15.0,50.0,건축물/공동주택,"철근, 연결",80,200,2
2022-10-08 08:30:00,맑음,24.0,55.0,건축물/노유자시설,기타,90,19,1
2022-10-08 08:48:00,맑음,18.0,65.0,건축물/기타,"철근, 연결",90,19,1
2022-10-08 09:00:00,맑음,16.0,44.0,건축물/교육연구시설,기타,80,75,2
2022-10-08 09:20:00,맑음,16.0,20.0,건축물/교육연구시설,기타,50,75,1
2022-10-08 09:30:00,맑음,20.0,50.0,건축물/의료시설,기타,80,19,5
2022-10-08 09:39:00,맑음,22.8,55.0,건축물/업무시설,"마감, 도장",10,35,1
2022-10-08 10:00:00,맑음,21.0,40.0,건축물/업무시설,"해체, 철거",40,35,1
2022-10-08 10:16:00,흐림,15.0,30.0,건축물/공동주택,기타,60,400,4
2022-10-08 11:00:00,맑음,26.0,20.0,하천/보,기타,60,35,1
2022-10-08 11:50:00,맑음,20.0,65.0,건축물/교육연구시설,기타,5,19,1
2022-10-08 12:00:00,맑음,16.0,30.0,건축물/공동주택,기타,70,500,1
2022-10-08 13:30:00,맑음,20.0,59.0,건축물/근린생활시설,"해체, 철거",40,19,1
2022-10-08 14:00:00,맑음,21.0,36.0,건축물/운동시설,"철근, 연결",30,200,1
2022-10-08 14:00:00,맑음,21.0,45.0,건축물/공장,"설비, 전기",30,200,2
2022-10-08 14:00:00,맑음,22.0,54.0,건축물/근린생활시설,기타,50,19,1
2022-10-08 14:15:00,맑음,20.0,50.0,도로/도로,기타,60,19,1
2022-10-08 14:15:00,맑음,22.0,50.0,도로/도로,"철근, 연결",60,19,1
2022-10-08 14:30:00,맑음,20.0,40.0,건축물/근린생활시설,기타,20,19,1
2022-10-08 15:00:00,맑음,15.0,15.0,건축물/업무시설,"철근, 연결",5,35,1
2022-10-08 15:30:00,맑음,20.0,57.0,도로/도로,"설비, 전기",30,19,1
2022-10-08 16:16:00,맑음,20.0,10.0,건축물/근린생활시설,기타,5,19,1
2022-10-08 17:00:00,맑음,18.0,25.0,건축물/공동주택,"철근, 연결",70,200,1
2022-10-09 06:30:00,강우,12.0,88.0,건축물/공동주택,"해체, 철거",30,35,1
2022-10-09 09:05:00,맑음,11.0,60.0,철도/지하철,"설비, 전기",50,35,2
2022-10-09 12:45:00,흐림,18.0,50.0,건축물/업무시설,"철근, 연결",40,35,2
2022-10-09 14:40:00,맑음,20.0,60.0,건축물/근린생활시설,기타,30,19,1
2022-10-10 06:20:00,맑음,18.0,65.0,건축물/업무시설,"철근, 연결",90,400,17
2022-10-10 08:30:00,흐림,11.0,30.0,건축물/공동주택,"철근, 연결",40,200,2
2022-10-10 08:30:00,흐림,14.0,90.0,건축물/업무시설,기타,70,35,1
2022-10-10 08:40:00,강우,10.0,73.0,건축물/교육연구시설,기타,70,19,1
2022-10-10 09:00:00,흐림,15.0,60.0,도로/도로,기타,60,19,1
2022-10-10 10:00:00,맑음,20.0,30.0,건축물/교육연구시설,"설비, 전기",90,19,2
2022-10-10 10:30:00,흐림,13.0,90.0,건축물/공동주택,"해체, 철거",40,500,1
2022-10-10 10:50:00,맑음,21.0,40.0,건축물/공동주택,콘크리트 타설,50,400,1
2022-10-10 11:30:00,흐림,15.0,60.0,건축물/교육연구시설,기타,10,35,1
2022-10-10 11:30:00,흐림,10.0,67.0,건축물/공동주택,기타,10,35,1
2022-10-10 11:45:00,맑음,20.0,50.0,건축물/의료시설,"철근, 연결",40,35,32
2022-10-10 12:50:00,흐림,10.0,70.0,건축물/공장,"철근, 연결",20,75,1
2022-10-10 13:00:00,맑음,20.0,50.0,건축물/의료시설,"철근, 연결",40,35,38
2022-10-10 13:30:00,맑음,20.0,30.0,건축물/자동차 관련시설,기타,80,35,2
2022-10-10 13:50:00,흐림,16.0,50.0,건축물/공동주택,"철근, 연결",50,500,3
2022-10-10 14:00:00,맑음,17.0,60.0,건축물/문화 및 집회시설,기타,90,19,1
2022-10-10 14:30:00,맑음,21.0,60.0,건축물/업무시설,"철근, 연결",90,75,1
2022-10-10 15:30:00,강우,10.0,70.0,건축물/업무시설,기타,70,200,1
2022-10-10 16:20:00,맑음,13.0,34.0,건축물/공동주택,"운반, 하역",40,75,1
2022-10-11 08:00:00,맑음,20.0,69.0,건축물/창고시설,"해체, 철거",5,75,1
2022-10-11 08:00:00,맑음,16.0,50.0,건축물/교육연구시설,"운반, 하역",70,35,3
2022-10-11 08:00:00,맑음,7.0,90.0,건축물/공동주택,기타,20,200,1
2022-10-11 08:30:00,흐림,12.0,60.0,건축물/공장,"운반, 하역",90,500,3
2022-10-11 08:30:00,맑음,18.0,65.0,건축물/공동주택,기타,40,75,1
2022-10-11 08:40:00,맑음,12.0,68.0,건축물/공동주택,기타,10,35,1
2022-10-11 09:20:00,맑음,12.0,35.0,건축물/공장,기타,80,500,1
2022-10-11 09:25:00,맑음,14.0,49.0,건축물/교정 및 군사시설,"철근, 연결",60,19,1
2022-10-11 09:40:00,맑음,17.0,54.0,건축물/공동주택,"해체, 철거",10,200,2
2022-10-11 10:10:00,맑음,15.0,58.0,건축물/업무시설,"철근, 연결",20,19,3
2022-10-11 10:40:00,맑음,13.0,30.0,건축물/공장,기타,10,400,5
2022-10-11 10:45:00,맑음,11.0,80.0,건축물/공장,정리,20,200,1
2022-10-11 11:00:00,맑음,17.0,2.0,건축물/창고시설,"해체, 철거",20,200,1
2022-10-11 14:00:00,맑음,11.0,60.0,건축물/공동주택,"철근, 연결",5,19,1
2022-10-11 14:54:00,맑음,17.0,53.0,건축물/공동주택,기타,10,19,3
2022-10-11 15:00:00,맑음,25.0,55.0,건축물/공동주택,"설비, 전기",5,400,1
2022-10-11 15:10:00,맑음,11.0,70.0,건축물/문화 및 집회시설,"철근, 연결",90,19,1
2022-10-11 15:30:00,맑음,17.0,60.0,건축물/공동주택,"운반, 하역",10,200,2
2022-10-11 16:00:00,맑음,17.0,60.0,기타/부지조성,정리,60,35,1
2022-10-11 16:30:00,맑음,13.0,88.0,건축물/창고시설,"해체, 철거",30,400,1
2022-10-11 17:00:00,맑음,17.0,42.0,산업생산시설/석유화학공장,"해체, 철거",40,500,1
2022-10-11 18:00:00,맑음,15.0,10.0,건축물/공동주택,"해체, 철거",10,75,2
2022-10-12 07:00:00,맑음,14.0,70.0,상하수도/상수도,기타,50,19,1
2022-10-12 08:18:00,맑음,17.0,56.0,건축물/창고시설,"철근, 연결",60,35,1
2022-10-12 08:30:00,흐림,20.0,70.0,건축물/교정 및 군사시설,"철근, 연결",5,19,1
2022-10-12 08:30:00,맑음,13.0,68.0,건축물/공동주택,"철근, 연결",30,200,1
2022-10-12 09:00:00,맑음,20.7,68.0,건축물/근린생활시설,기타,5,19,2
2022-10-12 09:00:00,맑음,10.0,78.0,건축물/문화 및 집회시설,"설비, 전기",30,35,1
2022-10-12 09:00:00,안개,15.0,50.0,건축물/공동주택,기타,5,400,1
2022-10-12 10:00:00,맑음,15.0,40.0,건축물/근린생활시설,"철근, 연결",10,200,5
2022-10-12 10:00:00,맑음,20.0,55.0,건축물/공장,"마감, 도장",80,200,1
2022-10-12 10:00:00,맑음,10.0,49.0,상하수도/기타,기타,40,19,1
2022-10-12 10:00:00,맑음,21.0,70.0,건축물/창고시설,"마감, 도장",40,200,1
2022-10-12 10:30:00,맑음,10.0,70.0,상하수도/상수도,기타,60,19,1
2022-10-12 10:35:00,맑음,23.0,70.0,건축물/공동주택,"굴착, 조성",10,200,4
2022-10-12 11:40:00,맑음,22.0,20.0,건축물/창고시설,"절단, 가공",30,35,1
2022-10-12 13:10:00,맑음,21.0,40.0,건축물/공동주택,"운반, 하역",50,400,2
2022-10-12 13:20:00,맑음,18.0,20.0,환경시설/환경오염방지시설,"운반, 하역",90,19,1
2022-10-12 13:30:00,흐림,20.5,68.0,건축물/숙박시설,"설비, 전기",40,200,1
2022-10-12 14:00:00,맑음,21.0,40.0,건축물/업무시설,"설비, 전기",70,35,1
2022-10-12 14:00:00,맑음,25.0,39.0,건축물/창고시설,"철근, 연결",40,400,2
2022-10-12 14:10:00,맑음,20.0,43.0,건축물/근린생활시설,"철근, 연결",90,19,5
2022-10-12 15:00:00,맑음,21.0,35.0,건축물/공장,기타,70,19,1
2022-10-12 15:00:00,흐림,16.0,55.0,건축물/기타,"철근, 연결",40,75,2
2022-10-12 15:00:00,맑음,17.0,30.0,건축물/공동주택,기타,20,35,1
2022-10-12 15:00:00,맑음,19.6,75.0,건축물/공동주택,"철근, 연결",30,400,1
2022-10-12 15:00:00,맑음,12.0,40.0,건축물/공장,정리,80,19,2
2022-10-12 15:20:00,맑음,26.0,71.0,건축물/공동주택,"해체, 철거",5,35,2
2022-10-12 15:40:00,맑음,20.0,41.0,도로/도로,기타,5,19,1
2022-10-12 15:40:00,맑음,14.0,68.0,건축물/공동주택,"운반, 하역",50,500,1
2022-10-13 07:50:00,흐림,11.0,54.0,건축물/공장,기타,20,75,1
2022-10-13 07:59:00,맑음,13.0,70.0,건축물/창고시설,"철근, 연결",90,200,1
2022-10-13 08:20:00,맑음,16.0,69.0,건축물/공동주택,"운반, 하역",30,200,1
2022-10-13 08:30:00,맑음,10.0,30.0,건축물/공동주택,"설비, 전기",60,35,5
2022-10-13 08:40:00,맑음,15.0,70.0,교량/도로교량,기타,60,75,1
2022-10-13 08:45:00,맑음,14.0,75.0,하천/제방(통관,기타,60,35,1
2022-10-13 09:10:00,맑음,17.0,73.0,건축물/공동주택,기타,50,500,1
2022-10-13 09:12:00,맑음,15.0,10.0,교량/도로교량,기타,40,19,1
2022-10-13 10:00:00,맑음,23.0,24.0,건축물/공동주택,"해체, 철거",10,19,1
2022-10-13 10:10:00,맑음,15.0,50.0,건축물/방송통신시설,"설비, 전기",30,200,5
2022-10-13 10:40:00,맑음,23.0,45.0,건축물/교정 및 군사시설,기타,30,19,1
2022-10-13 11:00:00,맑음,21.0,34.0,건축물/공동주택,"마감, 도장",90,200,2
2022-10-13 14:30:00,맑음,20.0,60.0,상하수도/하수도,기타,30,35,4
2022-10-13 15:00:00,맑음,20.0,50.0,건축물/공동주택,"철근, 연결",50,400,2
2022-10-13 15:00:00,맑음,21.1,42.0,건축물/기타,기타,70,19,1
2022-10-13 15:40:00,맑음,23.0,30.0,건축물/단독주택,"철근, 연결",40,35,1
2022-10-13 15:40:00,맑음,24.0,60.0,건축물/공동주택,기타,60,200,1
2022-10-13 16:30:00,맑음,24.0,20.0,교량/도로교량,"철근, 연결",40,75,1
2022-10-13 16:40:00,맑음,16.0,50.0,건축물/창고시설,"철근, 연결",60,200,2
2022-10-13 20:40:00,맑음,14.0,35.0,상하수도/하수도,기타,40,19,1
2022-10-14 07:40:00,맑음,20.0,45.0,도로/도로,기타,80,19,1
2022-10-14 08:00:00,맑음,17.0,68.0,건축물/공동주택,기타,10,400,1
2022-10-14 08:42:00,맑음,25.0,76.0,환경시설/수처리설비시설,"철근, 연결",5,19,5
2022-10-14 08:45:00,맑음,21.0,50.0,건축물/기타,"철근, 연결",10,200,1
2022-10-14 09:00:00,흐림,23.0,53.0,건축물/업무시설,기타,90,75,1
2022-10-14 09:20:00,맑음,18.0,73.0,철도/일반 및 고속철도,기타,5,35,1
2022-10-14 09:30:00,맑음,21.0,68.0,상하수도/상수도,기타,10,19,1
2022-10-14 09:40:00,맑음,10.4,25.0,건축물/업무시설,"철근, 연결",40,35,1
2022-10-14 10:00:00,맑음,13.0,90.0,건축물/공장,"설비, 전기",90,500,1
2022-10-14 11:00:00,맑음,21.0,54.0,건축물/공동주택,"해체, 철거",90,200,5
2022-10-14 11:30:00,맑음,18.0,30.0,건축물/창고시설,"철근, 연결",20,35,1
2022-10-14 11:50:00,맑음,15.0,54.0,건축물/공동주택,"철근, 연결",60,35,2
2022-10-14 12:00:00,맑음,24.0,20.0,건축물/근린생활시설,기타,70,19,1
2022-10-14 12:00:00,흐림,21.0,60.0,건축물/공동주택,"설비, 전기",70,400,2
2022-10-14 12:40:00,맑음,13.0,30.0,건축물/공동주택,"철근, 연결",80,200,16
2022-10-14 14:10:00,맑음,15.0,36.0,건축물/공동주택,"철근, 연결",30,200,1
2022-10-14 14:10:00,맑음,21.0,43.0,기타/부지조성,기타,5,19,1
2022-10-14 15:10:00,맑음,22.0,60.0,건축물/노유자시설,기타,20,19,1
2022-10-14 15:10:00,맑음,15.0,68.0,건축물/기타,"철근, 연결",80,19,1
2022-10-14 15:30:00,맑음,22.0,40.0,건축물/공동주택,기타,70,200,1
2022-10-14 16:20:00,맑음,17.0,10.0,건축물/공동주택,"철근, 연결",10,200,28
2022-10-14 16:40:00,맑음,12.0,72.0,철도/지하철,기타,30,75,1
2022-10-15 05:30:00,맑음,15.0,10.0,건축물/공장,기타,90,500,3
2022-10-15 08:20:00,맑음,18.0,80.0,건축물/공동주택,"운반, 하역",90,200,1
2022-10-15 09:00:00,맑음,18.0,70.0,건축물/업무시설,"운반, 하역",10,19,1
2022-10-15 09:30:00,맑음,24.0,12.0,건축물/공동주택,"철근, 연결",40,200,1
2022-10-15 10:00:00,맑음,20.0,50.0,건축물/교육연구시설,"절단, 가공",5,19,1
2022-10-15 10:50:00,흐림,16.0,68.0,건축물/문화 및 집회시설,"해체, 철거",50,500,2
2022-10-15 11:00:00,맑음,20.0,69.0,건축물/공동주택,"설비, 전기",40,200,1
2022-10-15 11:10:00,맑음,20.7,53.0,건축물/공동주택,"마감, 도장",30,200,1
2022-10-15 11:20:00,맑음,20.0,40.0,하천/제방(통관,기타,5,19,2
2022-10-15 11:30:00,맑음,16.0,53.0,건축물/공동주택,"해체, 철거",80,200,2
2022-10-15 11:30:00,맑음,15.0,20.0,건축물/근린생활시설,"철근, 연결",70,19,1
2022-10-15 11:40:00,맑음,16.0,70.0,건축물/운동시설,"해체, 철거",50,35,1
2022-10-15 13:00:00,맑음,20.0,60.0,건축물/공동주택,"철근, 연결",90,75,3
2022-10-15 13:30:00,맑음,22.0,51.0,건축물/노유자시설,"철근, 연결",60,19,1
2022-10-15 14:00:00,맑음,7.0,38.0,도로/기타,"운반, 하역",5,19,1
2022-10-15 15:00:00,맑음,15.0,95.0,건축물/교육연구시설,"철근, 연결",80,19,1
2022-10-15 15:30:00,맑음,19.0,70.0,건축물/공동주택,기타,50,200,2
2022-10-15 15:30:00,맑음,16.0,28.0,상하수도/상수도,기타,60,19,1
2022-10-15 15:40:00,맑음,10.0,52.0,건축물/근린생활시설,기타,90,19,3
2022-10-16 09:30:00,맑음,18.0,70.0,상하수도/하수도,"운반, 하역",10,19,1
2022-10-16 09:40:00,맑음,12.0,30.0,건축물/근린생활시설,"해체, 철거",60,19,9
2022-10-16 09:50:00,흐림,13.0,73.0,건축물/창고시설,"철근, 연결",5,19,1
2022-10-16 10:00:00,맑음,15.0,20.0,건축물/공동주택,기타,90,200,2
2022-10-16 12:50:00,흐림,15.0,48.0,건축물/업무시설,"운반, 하역",40,19,1
2022-10-17 07:15:00,맑음,13.0,75.0,댐/다목적댐,기타,5,19,1
2022-10-17 07:20:00,맑음,20.0,50.0,건축물/의료시설,기타,20,19,5
2022-10-17 09:28:00,맑음,10.0,40.0,건축물/창고시설,"해체, 철거",70,75,1
